{{Maploc|50,50|['Cook-at', None, None, None, None];None|[[RS/Locs/Cooking range (ID: 114)|Cooking range (ID: 114)]]}}
{{Maploc|50,50|None;None|[[RS/Locs/Torch (ID: 33797)|Torch (ID: 33797)]]}}
{{Maploc|50,50|None;None|[[RS/Locs/Torch (ID: 33797)|Torch (ID: 33797)]]}}
{{Maploc|50,50|None;None|[[RS/Locs/Torch (ID: 33797)|Torch (ID: 33797)]]}}
{{Maploc|50,50|None;None|[[RS/Locs/Torch (ID: 33797)|Torch (ID: 33797)]]}}
{{Maploc|50,50|None;None|[[RS/Locs/Torch (ID: 33797)|Torch (ID: 33797)]]}}
{{Maploc|50,50|None;None|[[RS/Locs/Torch (ID: 33797)|Torch (ID: 33797)]]}}
{{Maploc|50,50|None;None|[[RS/Locs/Torch (ID: 33797)|Torch (ID: 33797)]]}}
{{Maploc|50,50|None;None|[[RS/Locs/Torch (ID: 33797)|Torch (ID: 33797)]]}}
{{Maploc|50,50|None;None|[[RS/Locs/Torch (ID: 33797)|Torch (ID: 33797)]]}}
{{Maploc|50,50|None;None|[[RS/Locs/Torch (ID: 33797)|Torch (ID: 33797)]]}}
{{Maploc|50,50|None;None|[[RS/Locs/Torch (ID: 33797)|Torch (ID: 33797)]]}}
{{Maploc|50,50|None;None|[[RS/Locs/Torch (ID: 33797)|Torch (ID: 33797)]]}}
{{Maploc|50,50|None;None|[[RS/Locs/Torch (ID: 33797)|Torch (ID: 33797)]]}}
{{Maploc|50,50|None;None|[[RS/Locs/Torch (ID: 33797)|Torch (ID: 33797)]]}}
{{Maploc|50,50|None;None|[[RS/Locs/Torch (ID: 33797)|Torch (ID: 33797)]]}}
{{Maploc|50,50|None;None|[[RS/Locs/Torch (ID: 33797)|Torch (ID: 33797)]]}}
{{Maploc|50,50|None;None|[[RS/Locs/Torch (ID: 33797)|Torch (ID: 33797)]]}}
{{Maploc|50,50|None;None|[[RS/Locs/Torch (ID: 33797)|Torch (ID: 33797)]]}}
{{Maploc|50,50|None;None|[[RS/Locs/Torch (ID: 33797)|Torch (ID: 33797)]]}}
{{Maploc|50,50|None;None|[[RS/Locs/Torch (ID: 33797)|Torch (ID: 33797)]]}}
{{Maploc|50,50|None;None|[[RS/Locs/Torch (ID: 33797)|Torch (ID: 33797)]]}}
{{Maploc|50,50|None;None|[[RS/Locs/Torch (ID: 33797)|Torch (ID: 33797)]]}}
{{Maploc|50,50|None;None|[[RS/Locs/Torch (ID: 33797)|Torch (ID: 33797)]]}}
{{Maploc|50,50|None;None|[[RS/Locs/Torch (ID: 33797)|Torch (ID: 33797)]]}}
{{Maploc|50,50|None;None|[[RS/Locs/Torch (ID: 33797)|Torch (ID: 33797)]]}}
{{Maploc|50,50|None;None|[[RS/Locs/Torch (ID: 33797)|Torch (ID: 33797)]]}}
{{Maploc|50,50|None;None|[[RS/Locs/Torch (ID: 33797)|Torch (ID: 33797)]]}}
{{Maploc|50,50|None;None|[[RS/Locs/Torch (ID: 33797)|Torch (ID: 33797)]]}}
{{Maploc|50,50|None;None|[[RS/Locs/Torch (ID: 33797)|Torch (ID: 33797)]]}}
{{Maploc|50,50|None;None|[[RS/Locs/Torch (ID: 33797)|Torch (ID: 33797)]]}}
{{Maploc|50,50|['Climb-down', None, None, None, None];None|[[RS/Locs/Trapdoor (ID: 36687)|Trapdoor (ID: 36687)]]}}
{{Maploc|50,50|None;None|[[RS/Locs/Statue (ID: 36749)|Statue (ID: 36749)]]}}
{{Maploc|50,50|None;None|[[RS/Locs/Statue (ID: 36750)|Statue (ID: 36750)]]}}
{{Maploc|50,50|['Climb-up', None, None, None, None];None|[[RS/Locs/Ladder (ID: 36768)|Ladder (ID: 36768)]]}}
{{Maploc|50,50|['Climb-up', None, None, None, None];None|[[RS/Locs/Ladder (ID: 36768)|Ladder (ID: 36768)]]}}
{{Maploc|50,50|['Climb', 'Climb-up', 'Climb-down', None, None];None|[[RS/Locs/Ladder (ID: 36769)|Ladder (ID: 36769)]]}}
{{Maploc|50,50|['Climb', 'Climb-up', 'Climb-down', None, None];None|[[RS/Locs/Ladder (ID: 36769)|Ladder (ID: 36769)]]}}
{{Maploc|50,50|['Climb-down', None, None, None, None];None|[[RS/Locs/Ladder (ID: 36770)|Ladder (ID: 36770)]]}}
{{Maploc|50,50|['Climb-down', None, None, None, None];None|[[RS/Locs/Ladder (ID: 36770)|Ladder (ID: 36770)]]}}
{{Maploc|50,50|['Climb-up', None, None, None, None];None|[[RS/Locs/Ladder (ID: 36771)|Ladder (ID: 36771)]]}}
{{Maploc|50,50|['Climb-down', None, None, None, None];None|[[RS/Locs/Ladder (ID: 36772)|Ladder (ID: 36772)]]}}
{{Maploc|50,50|['Climb-up', 'Climb top floor', None, None, None];None|[[RS/Locs/Staircase (ID: 36773)|Staircase (ID: 36773)]]}}
{{Maploc|50,50|['Climb', 'Climb-up', 'Climb-down', None, None];None|[[RS/Locs/Staircase (ID: 36774)|Staircase (ID: 36774)]]}}
{{Maploc|50,50|['Climb-down', 'Climb bottom floor', None, None, None];None|[[RS/Locs/Staircase (ID: 36775)|Staircase (ID: 36775)]]}}
{{Maploc|50,50|['Climb-up', 'Climb top floor', None, None, None];None|[[RS/Locs/Staircase (ID: 36776)|Staircase (ID: 36776)]]}}
{{Maploc|50,50|['Climb', 'Climb-up', 'Climb-down', None, None];None|[[RS/Locs/Staircase (ID: 36777)|Staircase (ID: 36777)]]}}
{{Maploc|50,50|['Climb-down', 'Climb bottom floor', None, None, None];None|[[RS/Locs/Staircase (ID: 36778)|Staircase (ID: 36778)]]}}
{{Maploc|50,50|None;None|[[RS/Locs/Suit of armour (ID: 36779)|Suit of armour (ID: 36779)]]}}
{{Maploc|50,50|None;None|[[RS/Locs/Suit of armour (ID: 36779)|Suit of armour (ID: 36779)]]}}
{{Maploc|50,50|None;None|[[RS/Locs/Suit of armour (ID: 36779)|Suit of armour (ID: 36779)]]}}
{{Maploc|50,50|None;None|[[RS/Locs/Suit of armour (ID: 36779)|Suit of armour (ID: 36779)]]}}
{{Maploc|50,50|None;None|[[RS/Locs/Suit of armour (ID: 36779)|Suit of armour (ID: 36779)]]}}
{{Maploc|50,50|None;None|[[RS/Locs/Suit of armour (ID: 36779)|Suit of armour (ID: 36779)]]}}
{{Maploc|50,50|None;None|[[RS/Locs/Cannon (ID: 36780)|Cannon (ID: 36780)]]}}
{{Maploc|50,50|None;None|[[RS/Locs/Cannon (ID: 36780)|Cannon (ID: 36780)]]}}
{{Maploc|50,50|None;None|[[RS/Locs/Cannon (ID: 36780)|Cannon (ID: 36780)]]}}
{{Maploc|50,50|None;None|[[RS/Locs/Cannon (ID: 36780)|Cannon (ID: 36780)]]}}
{{Maploc|50,50|None;None|[[RS/Locs/Cannon (ID: 36780)|Cannon (ID: 36780)]]}}
{{Maploc|50,50|None;None|[[RS/Locs/Cannon (ID: 36780)|Cannon (ID: 36780)]]}}
{{Maploc|50,50|None;None|[[RS/Locs/Cannon (ID: 36780)|Cannon (ID: 36780)]]}}
{{Maploc|50,50|['Fill', None, None, None, None];None|[[RS/Locs/Fountain (ID: 36781)|Fountain (ID: 36781)]]}}
{{Maploc|50,50|['Fill', None, None, None, None];None|[[RS/Locs/Fountain (ID: 36781)|Fountain (ID: 36781)]]}}
{{Maploc|50,50|None;None|[[RS/Locs/Chair (ID: 36783)|Chair (ID: 36783)]]}}
{{Maploc|50,50|None;None|[[RS/Locs/Chair (ID: 36783)|Chair (ID: 36783)]]}}
{{Maploc|50,50|[None, 'Bank', 'Collect', None, None];None|[[RS/Locs/Bank booth (ID: 36786)|Bank booth (ID: 36786)]]}}
{{Maploc|50,50|None;None|[[RS/Locs/Closed Bank booth (ID: 36787)|Closed Bank booth (ID: 36787)]]}}
{{Maploc|50,50|None;None|[[RS/Locs/Closed Bank booth (ID: 36787)|Closed Bank booth (ID: 36787)]]}}
{{Maploc|50,50|None;None|[[RS/Locs/Closed Bank booth (ID: 36787)|Closed Bank booth (ID: 36787)]]}}
{{Maploc|50,50|['Deposit', 'Deposit-All', None, None, None];None|[[RS/Locs/Bank deposit box (ID: 36788)|Bank deposit box (ID: 36788)]]}}
{{Maploc|50,50|None;None|[[RS/Locs/Bank table (ID: 36789)|Bank table (ID: 36789)]]}}
{{Maploc|50,50|None;None|[[RS/Locs/Cannonballs (ID: 36790)|Cannonballs (ID: 36790)]]}}
{{Maploc|50,50|None;None|[[RS/Locs/Cannonballs (ID: 36790)|Cannonballs (ID: 36790)]]}}
{{Maploc|50,50|None;None|[[RS/Locs/Cannonballs (ID: 36790)|Cannonballs (ID: 36790)]]}}
{{Maploc|50,50|None;None|[[RS/Locs/Cannonballs (ID: 36790)|Cannonballs (ID: 36790)]]}}
{{Maploc|50,50|None;None|[[RS/Locs/Cannonballs (ID: 36790)|Cannonballs (ID: 36790)]]}}
{{Maploc|50,50|None;None|[[RS/Locs/Barrel (ID: 36798)|Barrel (ID: 36798)]]}}
{{Maploc|50,50|None;None|[[RS/Locs/Barrel (ID: 36798)|Barrel (ID: 36798)]]}}
{{Maploc|50,50|None;None|[[RS/Locs/Barrel (ID: 36798)|Barrel (ID: 36798)]]}}
{{Maploc|50,50|None;None|[[RS/Locs/Barrel (ID: 36798)|Barrel (ID: 36798)]]}}
{{Maploc|50,50|None;None|[[RS/Locs/Painting (ID: 36803)|Painting (ID: 36803)]]}}
{{Maploc|50,50|None;None|[[RS/Locs/Painting (ID: 36804)|Painting (ID: 36804)]]}}
{{Maploc|50,50|None;None|[[RS/Locs/Painting (ID: 36805)|Painting (ID: 36805)]]}}
{{Maploc|50,50|None;None|[[RS/Locs/Hanging tapestry (ID: 36809)|Hanging tapestry (ID: 36809)]]}}
{{Maploc|50,50|None;None|[[RS/Locs/Hanging tapestry (ID: 36809)|Hanging tapestry (ID: 36809)]]}}
{{Maploc|50,50|None;None|[[RS/Locs/Hanging tapestry (ID: 36809)|Hanging tapestry (ID: 36809)]]}}
{{Maploc|50,50|None;None|[[RS/Locs/Hanging tapestry (ID: 36809)|Hanging tapestry (ID: 36809)]]}}
{{Maploc|50,50|None;None|[[RS/Locs/Hanging tapestry (ID: 36809)|Hanging tapestry (ID: 36809)]]}}
{{Maploc|50,50|None;None|[[RS/Locs/Painting (ID: 36811)|Painting (ID: 36811)]]}}
{{Maploc|50,50|None;None|[[RS/Locs/Painting (ID: 36814)|Painting (ID: 36814)]]}}
{{Maploc|50,50|None;None|[[RS/Locs/Fireplace (ID: 36815)|Fireplace (ID: 36815)]]}}
{{Maploc|50,50|None;None|[[RS/Locs/Axe cabinet (ID: 36817)|Axe cabinet (ID: 36817)]]}}
{{Maploc|50,50|None;None|[[RS/Locs/Axe cabinet (ID: 36817)|Axe cabinet (ID: 36817)]]}}
{{Maploc|50,50|None;None|[[RS/Locs/Sword cabinet (ID: 36818)|Sword cabinet (ID: 36818)]]}}
{{Maploc|50,50|None;None|[[RS/Locs/Table (ID: 36821)|Table (ID: 36821)]]}}
{{Maploc|50,50|None;None|[[RS/Locs/Large table (ID: 36822)|Large table (ID: 36822)]]}}
{{Maploc|50,50|None;None|[[RS/Locs/Shelves (ID: 36829)|Shelves (ID: 36829)]]}}
{{Maploc|50,50|None;None|[[RS/Locs/Chair (ID: 36830)|Chair (ID: 36830)]]}}
{{Maploc|50,50|None;None|[[RS/Locs/Chair (ID: 36830)|Chair (ID: 36830)]]}}
{{Maploc|50,50|None;None|[[RS/Locs/Chair (ID: 36831)|Chair (ID: 36831)]]}}
{{Maploc|50,50|None;None|[[RS/Locs/Chair (ID: 36831)|Chair (ID: 36831)]]}}
{{Maploc|50,50|None;None|[[RS/Locs/Chair (ID: 36831)|Chair (ID: 36831)]]}}
{{Maploc|50,50|None;None|[[RS/Locs/Chair (ID: 36831)|Chair (ID: 36831)]]}}
{{Maploc|50,50|None;None|[[RS/Locs/Chair (ID: 36831)|Chair (ID: 36831)]]}}
{{Maploc|50,50|None;None|[[RS/Locs/Chair (ID: 36831)|Chair (ID: 36831)]]}}
{{Maploc|50,50|None;None|[[RS/Locs/Chair (ID: 36831)|Chair (ID: 36831)]]}}
{{Maploc|50,50|None;None|[[RS/Locs/Chair (ID: 36831)|Chair (ID: 36831)]]}}
{{Maploc|50,50|None;None|[[RS/Locs/Stool (ID: 36837)|Stool (ID: 36837)]]}}
{{Maploc|50,50|None;None|[[RS/Locs/Stool (ID: 36837)|Stool (ID: 36837)]]}}
{{Maploc|50,50|['Open', None, None, None, None];None|[[RS/Locs/Door (ID: 36844)|Door (ID: 36844)]]}}
{{Maploc|50,50|['Open', None, None, None, None];None|[[RS/Locs/Door (ID: 36846)|Door (ID: 36846)]]}}
{{Maploc|50,50|['Open', None, None, None, None];None|[[RS/Locs/Door (ID: 36846)|Door (ID: 36846)]]}}
{{Maploc|50,50|None;None|[[RS/Locs/Wardrobe (ID: 36908)|Wardrobe (ID: 36908)]]}}
{{Maploc|50,50|None;None|[[RS/Locs/Wardrobe (ID: 36908)|Wardrobe (ID: 36908)]]}}
{{Maploc|50,50|None;None|[[RS/Locs/Wardrobe (ID: 36908)|Wardrobe (ID: 36908)]]}}
{{Maploc|50,50|None;None|[[RS/Locs/Wardrobe (ID: 36908)|Wardrobe (ID: 36908)]]}}
{{Maploc|50,50|None;None|[[RS/Locs/Table (ID: 36910)|Table (ID: 36910)]]}}
{{Maploc|50,50|None;None|[[RS/Locs/Hanging tapestry (ID: 36923)|Hanging tapestry (ID: 36923)]]}}
{{Maploc|50,50|None;None|[[RS/Locs/Hanging tapestry (ID: 36923)|Hanging tapestry (ID: 36923)]]}}
{{Maploc|50,50|None;None|[[RS/Locs/Hanging tapestry (ID: 36923)|Hanging tapestry (ID: 36923)]]}}
{{Maploc|50,50|None;None|[[RS/Locs/Hanging tapestry (ID: 36923)|Hanging tapestry (ID: 36923)]]}}
{{Maploc|50,50|None;None|[[RS/Locs/Hanging tapestry (ID: 36923)|Hanging tapestry (ID: 36923)]]}}
{{Maploc|50,50|None;None|[[RS/Locs/Hanging tapestry (ID: 36923)|Hanging tapestry (ID: 36923)]]}}
{{Maploc|50,50|None;None|[[RS/Locs/Hanging tapestry (ID: 36923)|Hanging tapestry (ID: 36923)]]}}
{{Maploc|50,50|None;None|[[RS/Locs/Hanging tapestry (ID: 36923)|Hanging tapestry (ID: 36923)]]}}
{{Maploc|50,50|None;None|[[RS/Locs/Standard (ID: 36924)|Standard (ID: 36924)]]}}
{{Maploc|50,50|None;None|[[RS/Locs/Standard (ID: 36924)|Standard (ID: 36924)]]}}
{{Maploc|50,50|None;None|[[RS/Locs/Standard (ID: 36925)|Standard (ID: 36925)]]}}
{{Maploc|50,50|None;None|[[RS/Locs/Standard (ID: 36925)|Standard (ID: 36925)]]}}
{{Maploc|50,50|None;None|[[RS/Locs/Standard (ID: 36926)|Standard (ID: 36926)]]}}
{{Maploc|50,50|None;None|[[RS/Locs/Standard (ID: 36926)|Standard (ID: 36926)]]}}
{{Maploc|50,50|None;None|[[RS/Locs/Standard (ID: 36926)|Standard (ID: 36926)]]}}
{{Maploc|50,50|None;None|[[RS/Locs/Standard (ID: 36926)|Standard (ID: 36926)]]}}
{{Maploc|50,50|None;None|[[RS/Locs/Wooden defence (ID: 36928)|Wooden defence (ID: 36928)]]}}
{{Maploc|50,50|None;None|[[RS/Locs/Bust (ID: 36938)|Bust (ID: 36938)]]}}
{{Maploc|50,50|None;None|[[RS/Locs/Bust (ID: 36938)|Bust (ID: 36938)]]}}
{{Maploc|50,50|None;None|[[RS/Locs/Bust (ID: 36939)|Bust (ID: 36939)]]}}
{{Maploc|50,50|None;None|[[RS/Locs/Bust (ID: 36939)|Bust (ID: 36939)]]}}
{{Maploc|50,50|None;None|[[RS/Locs/Bust (ID: 36940)|Bust (ID: 36940)]]}}
{{Maploc|50,50|None;None|[[RS/Locs/Bust (ID: 36940)|Bust (ID: 36940)]]}}
{{Maploc|50,50|None;None|[[RS/Locs/Bust (ID: 36940)|Bust (ID: 36940)]]}}
{{Maploc|50,50|None;None|[[RS/Locs/Bed (ID: 36941)|Bed (ID: 36941)]]}}
{{Maploc|50,50|None;None|[[RS/Locs/Bed (ID: 36943)|Bed (ID: 36943)]]}}
{{Maploc|50,50|[None, 'Spin', None, None, None];None|[[RS/Locs/Spinning wheel (ID: 36970)|Spinning wheel (ID: 36970)]]}}
{{Maploc|50,50|['Fill', None, None, None, None];None|[[RS/Locs/Sink (ID: 36971)|Sink (ID: 36971)]]}}
{{Maploc|50,50|['Ring', None, None, None, None];None|[[RS/Locs/Bell (ID: 36976)|Bell (ID: 36976)]]}}
{{Maploc|50,50|['Climb-down', None, None, None, None];None|[[RS/Locs/Ladder (ID: 36985)|Ladder (ID: 36985)]]}}
{{Maploc|50,50|['Climb-down', None, None, None, None];None|[[RS/Locs/Ladder (ID: 36987)|Ladder (ID: 36987)]]}}
{{Maploc|50,50|['Climb-up', None, None, None, None];None|[[RS/Locs/Ladder (ID: 36988)|Ladder (ID: 36988)]]}}
{{Maploc|50,50|['Climb-up', None, None, None, None];None|[[RS/Locs/Ladder (ID: 36989)|Ladder (ID: 36989)]]}}
{{Maploc|50,50|['Climb-down', None, None, None, None];None|[[RS/Locs/Ladder (ID: 36990)|Ladder (ID: 36990)]]}}
{{Maploc|50,50|['Climb-down', None, None, None, None];None|[[RS/Locs/Ladder (ID: 36991)|Ladder (ID: 36991)]]}}
{{Maploc|50,50|['Open', None, None, None, None];None|[[RS/Locs/Church door (ID: 36999)|Church door (ID: 36999)]]}}
{{Maploc|50,50|['Open', None, None, None, None];None|[[RS/Locs/Church door (ID: 37002)|Church door (ID: 37002)]]}}
{{Maploc|50,50|None;None|[[RS/Locs/Candle (ID: 37007)|Candle (ID: 37007)]]}}
{{Maploc|50,50|None;None|[[RS/Locs/Candle (ID: 37007)|Candle (ID: 37007)]]}}
{{Maploc|50,50|None;None|[[RS/Locs/Candle (ID: 37007)|Candle (ID: 37007)]]}}
{{Maploc|50,50|None;None|[[RS/Locs/Organ (ID: 37008)|Organ (ID: 37008)]]}}
{{Maploc|50,50|['Open', None, None, None, None];None|[[RS/Locs/Closed chest (ID: 37009)|Closed chest (ID: 37009)]]}}
{{Maploc|50,50|['Open', None, None, None, None];None|[[RS/Locs/Drawers (ID: 37011)|Drawers (ID: 37011)]]}}
{{Maploc|50,50|['Open', None, None, None, None];None|[[RS/Locs/Drawers (ID: 37011)|Drawers (ID: 37011)]]}}
{{Maploc|50,50|['Open', None, None, None, None];None|[[RS/Locs/Drawers (ID: 37011)|Drawers (ID: 37011)]]}}
{{Maploc|50,50|None;None|[[RS/Locs/Crate (ID: 37015)|Crate (ID: 37015)]]}}
{{Maploc|50,50|None;None|[[RS/Locs/Crate (ID: 37015)|Crate (ID: 37015)]]}}
{{Maploc|50,50|['Raise', None, None, None, None];None|[[RS/Locs/Flag (ID: 37335)|Flag (ID: 37335)]]}}
{{Maploc|50,50|['Operate', None, None, None, None];None|[[RS/Locs/Winch (ID: 37336)|Winch (ID: 37336)]]}}
{{Maploc|50,50|['Operate', None, None, None, None];None|[[RS/Locs/Winch (ID: 37336)|Winch (ID: 37336)]]}}
{{Maploc|50,50|None;None|[[RS/Locs/Chart table (ID: 37672)|Chart table (ID: 37672)]]}}
{{Maploc|50,50|None;None|[[RS/Locs/Painting (ID: 38424)|Painting (ID: 38424)]]}}
{{Maploc|50,50|['Chop down', None, None, None, None];None|[[RS/Locs/Willow (ID: 38616)|Willow (ID: 38616)]]}}
{{Maploc|50,50|None;None|[[RS/Locs/Willow (ID: 38717)|Willow (ID: 38717)]]}}
{{Maploc|50,50|['Chop down', None, None, None, None];None|[[RS/Locs/Oak (ID: 38732)|Oak (ID: 38732)]]}}
{{Maploc|50,50|['Chop down', None, None, None, None];None|[[RS/Locs/Oak (ID: 38732)|Oak (ID: 38732)]]}}
{{Maploc|50,50|['Chop down', None, None, None, None];None|[[RS/Locs/Oak (ID: 38732)|Oak (ID: 38732)]]}}
{{Maploc|50,50|['Chop down', None, None, None, None];None|[[RS/Locs/Oak (ID: 38732)|Oak (ID: 38732)]]}}
{{Maploc|50,50|['Chop down', None, None, None, None];None|[[RS/Locs/Oak (ID: 38732)|Oak (ID: 38732)]]}}
{{Maploc|50,50|None;None|[[RS/Locs/Oak (ID: 38739)|Oak (ID: 38739)]]}}
{{Maploc|50,50|None;None|[[RS/Locs/Oak (ID: 38739)|Oak (ID: 38739)]]}}
{{Maploc|50,50|None;None|[[RS/Locs/Oak (ID: 38739)|Oak (ID: 38739)]]}}
{{Maploc|50,50|None;None|[[RS/Locs/Oak (ID: 38739)|Oak (ID: 38739)]]}}
{{Maploc|50,50|None;None|[[RS/Locs/Oak (ID: 38739)|Oak (ID: 38739)]]}}
{{Maploc|50,50|['Chop down', None, None, None, None];None|[[RS/Locs/Yew (ID: 38755)|Yew (ID: 38755)]]}}
{{Maploc|50,50|['Chop down', None, None, None, None];None|[[RS/Locs/Tree (ID: 38760)|Tree (ID: 38760)]]}}
{{Maploc|50,50|['Chop down', None, None, None, None];None|[[RS/Locs/Tree (ID: 38782)|Tree (ID: 38782)]]}}
{{Maploc|50,50|['Chop down', None, None, None, None];None|[[RS/Locs/Tree (ID: 38784)|Tree (ID: 38784)]]}}
{{Maploc|50,50|['Chop down', None, None, None, None];None|[[RS/Locs/Tree (ID: 38785)|Tree (ID: 38785)]]}}
{{Maploc|50,50|['Chop down', None, None, None, None];None|[[RS/Locs/Tree (ID: 38787)|Tree (ID: 38787)]]}}
{{Maploc|50,50|['Chop down', None, None, None, None];None|[[RS/Locs/Tree (ID: 38787)|Tree (ID: 38787)]]}}
{{Maploc|50,50|['Chop down', None, None, None, None];None|[[RS/Locs/Tree (ID: 38787)|Tree (ID: 38787)]]}}
{{Maploc|50,50|None;None|[[RS/Locs/Tree (ID: 38789)|Tree (ID: 38789)]]}}
{{Maploc|50,50|None;None|[[RS/Locs/Tree (ID: 38795)|Tree (ID: 38795)]]}}
{{Maploc|50,50|None;None|[[RS/Locs/Tree (ID: 39097)|Tree (ID: 39097)]]}}
{{Maploc|50,50|None;None|[[RS/Locs/Tree (ID: 40312)|Tree (ID: 40312)]]}}
{{Maploc|50,50|None;None|[[RS/Locs/Tree (ID: 40318)|Tree (ID: 40318)]]}}
{{Maploc|50,50|None;None|[[RS/Locs/Tree (ID: 40347)|Tree (ID: 40347)]]}}
{{Maploc|50,50|None;None|[[RS/Locs/Tree (ID: 40348)|Tree (ID: 40348)]]}}
{{Maploc|50,50|None;None|[[RS/Locs/Tree stump (ID: 40351)|Tree stump (ID: 40351)]]}}
{{Maploc|50,50|None;None|[[RS/Locs/Sign (ID: 45179)|Sign (ID: 45179)]]}}
{{Maploc|50,50|None;None|[[RS/Locs/Sign (ID: 45180)|Sign (ID: 45180)]]}}
{{Maploc|50,50|None;None|[[RS/Locs/Bed (ID: 45229)|Bed (ID: 45229)]]}}
{{Maploc|50,50|None;None|[[RS/Locs/Bed (ID: 45230)|Bed (ID: 45230)]]}}
{{Maploc|50,50|None;None|[[RS/Locs/Bed (ID: 45230)|Bed (ID: 45230)]]}}
